"ResFreq [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
280,161.25,1.51615038202064,6.7690133329249
280,161.875,1.51658623237204,6.85615486266218
280,162.5,1.51700942919649,6.94339219065662
280,163.125,1.51742041693484,7.03073163587225
280,163.75,1.51781961663085,7.11817956746364
280,164.375,1.51820742736369,7.20574240734618
280,165,1.5185842275741,7.29342663282732
280,165.625,1.5189503762932,7.38123877929987
280,166.25,1.51930621428216,7.46918544299922
280,166.875,1.51965206508982,7.55727328382628
280,167.5,1.5199882360353,7.6455090282382
280,168.125,1.52031501912134,7.73389947220896
280,168.75,1.52063269188398,7.82245148426238
280,169.375,1.52094151818367,7.91117200857987
280,170,1.52124174894211,8.00006806818588
280,170.625,1.52153362282927,8.08914676821365
280,171.25,1.52181736690416,8.17841529925463
280,171.875,1.52209319721285,8.26788094079446
280,172.5,1.52236131934695,8.35755106473919
280,173.125,1.52262192896536,8.4474331390351
280,173.75,1.52287521228207,8.53753473138602
280,174.375,1.52312134652219,8.62786351307207
280,175,1.52336050034874,8.71842726287381
280,175.625,1.52359283426194,8.80923387110644
280,176.25,1.52381850097314,8.90029134376827
280,176.875,1.52403764575488,8.9916078068084
280,177.5,1.52425040676885,9.08319151051863
280,178.125,1.52445691537306,9.17505083405467
280,178.75,1.52465729640969,9.26719429009222
280,179.375,1.52485166847476,9.35963052962365
280,180,1.52504014417079,9.45236834690112
280,180.625,1.52522283034356,9.54541668453264
280,181.25,1.52539982830379,9.63878463873734
280,181.875,1.52557123403485,9.73248146476713
280,182.5,1.52573713838709,9.82651658250156
280,183.125,1.52589762725979,9.92089958222383
280,183.75,1.52605278177117,10.0156402305854
280,184.375,1.52620267841741,10.1107484767677
280,185,1.52634738922101,10.2062344588498
280,185.625,1.52648698186918,10.3021085103905
280,186.25,1.5266215198428,10.3983811672348
280,186.875,1.52675106253627,10.4950631745546
280,187.5,1.52687566536891,10.5921654941345
280,188.125,1.52699537988803,10.6896993119124
280,188.75,1.52711025386433,10.787676045788
280,189.375,1.52722033137972,10.8861073537103
280,190,1.52732565290802,10.9850051420571
280,190.625,1.52742625538875,11.0843815743193
280,191.25,1.5275221722943,11.1842490801056
280,191.875,1.52761343369071,11.2846203644796
280,192.5,1.52770006629225,11.385508417648
280,193.125,1.52778209350999,11.4869265250132
280,193.75,1.52785953549456,11.58888827761
280,194.375,1.52793240917325,11.691407582942
280,195,1.52800072828148,11.7944986762391
280,195.625,1.52806450338896,11.898176132154
280,196.25,1.5281237419204,12.0024548769205
280,196.875,1.52817844817104,12.1073502009941
280,197.5,1.52822862331695,12.2128777722003
280,198.125,1.52827426542017,12.3190536494135
280,198.75,1.52831536942882,12.4258942967938
280,199.375,1.52835192717199,12.5334165986082
280,200,1.52838392734968,12.6416378746666
280,200.625,1.52841135551753,12.7505758964024
280,201.25,1.52843419406644,12.8602489036296
280,201.875,1.52845242219711,12.9706756220122
280,202.5,1.5284660158892,13.0818752812816
280,203.125,1.5284749478653,13.1938676342396
280,203.75,1.52847918754949,13.3066729765887
280,204.375,1.52847870102035,13.4203121676325
280,205,1.52847345095846,13.5348066518914
280,205.625,1.528463396588,13.6501784816827
280,206.25,1.52844849361259,13.7664503407152
280,206.875,1.52842869414497,13.8836455687549
280,207.5,1.52840394663039,14.001788187416
280,208.125,1.52837419576357,14.1209029271429
280,208.75,1.52833938239891,14.2410152554437
280,209.375,1.52829944345374,14.3621514064487
280,210,1.52825431180427,14.4843384118644
280,210.625,1.52820391617409,14.6076041334021
280,211.25,1.5281481810147,14.7319772967658
280,211.875,1.52808702637784,14.857487527286
280,212.5,1.5280203677792,14.984165387295
280,213.125,1.52794811605311,15.1120424153447
280,213.75,1.52787017719778,15.2411511673738
280,214.375,1.5277864522105,15.3715252599384
280,215,1.52769683691244,15.5031994156301
280,215.625,1.52760122176239,15.6362095108108
280,216.25,1.52749949165891,15.7705926258041
280,216.875,1.52739152573006,15.9063870976927
280,217.5,1.52727719711034,16.0436325758828
280,218.125,1.52715637270375,16.1823700806041
280,218.75,1.52702891293239,16.3226420645304
280,219.375,1.52689467146958,16.4644924777175
280,220,1.52675349495677,16.6079668360668
280,220.625,1.5266052227029,16.7531122935431
280,221.25,1.52644968636553,16.8999777183873
280,221.875,1.52628670961218,17.0486137735857
280,222.5,1.52611610776092,17.1990730018758
280,223.125,1.52593768739861,17.3514099155901
280,223.75,1.52575124597559,17.5056810916624
280,224.375,1.5255565713749,17.6619452721466
280,225,1.52535344145456,17.820263470624
280,225.625,1.52514162356107,17.9806990849066
280,226.25,1.52492087401186,18.1433180164755
280,226.875,1.52469093754487,18.3081887971274
280,227.5,1.52445154673262,18.4753827233424
280,228.125,1.52420242135839,18.6449739989287
280,228.75,1.52394326775167,18.8170398865434
280,229.375,1.52367377807997,18.9916608687411
280,230,1.52339362959354,19.1689208192553
280,230.625,1.52310248381977,19.3489071852801
280,231.25,1.52279998570305,19.5317111815825
280,231.875,1.52248576268623,19.7174279973527
280,232.5,1.52215942372891,19.9061570167737
280,233.125,1.52182055825764,20.0980020543862
280,233.75,1.52146873504261,20.293071606415
280,234.375,1.52110350099482,20.4914791193345
280,235,1.52072437987737,20.6933432770653
280,235.625,1.52033087092361,20.8987883083258
280,236.25,1.51992244735442,21.1079443158062
280,236.875,1.51949855478615,21.3209476289887
280,237.5,1.51905860951965,21.5379411826194
280,238.125,1.51860199670035,21.7590749230265
280,238.75,1.51812806833777,21.9845062447031
280,239.375,1.51763614117212,22.2144004598091
280,240,1.51712549437427,22.4489313035212
280,240.625,1.51659536706362,22.6882814784553
280,241.25,1.51604495562743,22.9326432417261
280,241.875,1.51547341082261,23.1822190385783
280,242.5,1.51487983463968,23.4372221869498
280,243.125,1.51426327690575,23.6978776177915
280,243.75,1.51362273160134,23.9644226765023
280,244.375,1.51295713286255,24.2371079914305
280,245,1.51226535063721,24.5161984160601
280,245.625,1.51154618595979,24.8019740522595
280,246.25,1.51079836580582,25.0947313628197
280,246.875,1.5100205374818,25.3947843824773
280,247.5,1.50921126250142,25.7024660377084
280,248.125,1.50836900989268,26.0181295868243
280,248.75,1.50749214887384,26.3421501933118
280,249.375,1.50657894082799,26.6749266469693
280,250,1.50562753049725,27.0168832492302
280,250.625,1.50463593630735,27.368471881162
280,251.25,1.50360203972122,27.7301742750429
280,251.875,1.5025235735068,28.1025045131778
280,252.5,1.50139810878869,28.4860117807986
280,253.125,1.50022304073463,28.8812834035624
280,253.75,1.49899557270735,29.2889482043964
280,254.375,1.49771269868728,29.7096802193491
280,255,1.49637118374359,30.1442028178017
280,255.625,1.49496754229745,30.5932932790231
280,256.25,1.49349801388275,31.0577878847833
280,256.875,1.49195853606369,31.5385875967755
280,257.5,1.49034471411486,32.036664398199
280,258.125,1.48865178700632,32.5530683913033
280,258.75,1.48687458916052,33.0889357573779
280,259.375,1.48500750735949,33.64549770302
280,260,1.48304443207378,34.2240905370758
280,260.625,1.4809787023582,34.8261670471057
280,261.25,1.47880304330684,35.4533093733755
280,261.875,1.47650949487682,36.1072436132626
280,262.5,1.47408933066861,36.7898564308262
280,263.125,1.4715329649824,37.5032139967092
280,263.75,1.46882984614308,38.249583644448
280,264.375,1.46596833368676,39.031458703138
280,265,1.46293555651087,39.8515870562847
280,265.625,1.45971724848497,40.713004086461
280,266.25,1.45629755726904,41.6190707999818
280,266.875,1.45265882115291,42.5735180914464
